Category,ID,Latitude,Longitude,Date,MODIS_Tile,MOD13A1_006_Line_Y_500m,MOD13A1_006_Sample_X_500m,MOD13A1_006__500m_16_days_EVI,MOD13A1_006__500m_16_days_NDVI,MOD13A1_006__500m_16_days_VI_Quality,MOD13A1_006__500m_16_days_VI_Quality_bitmask,MOD13A1_006__500m_16_days_VI_Quality_MODLAND,MOD13A1_006__500m_16_days_VI_Quality_MODLAND_Description,MOD13A1_006__500m_16_days_VI_Quality_VI_Usefulness,MOD13A1_006__500m_16_days_VI_Quality_VI_Usefulness_Description,MOD13A1_006__500m_16_days_VI_Quality_Aerosol_Quantity,MOD13A1_006__500m_16_days_VI_Quality_Aerosol_Quantity_Description,MOD13A1_006__500m_16_days_VI_Quality_Adjacent_cloud_detected,MOD13A1_006__500m_16_days_VI_Quality_Adjacent_cloud_detected_Description,MOD13A1_006__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction,MOD13A1_006__500m_16_days_VI_Quality_Atmosphere_BRDF_Correction_Description,MOD13A1_006__500m_16_days_VI_Quality_Mixed_Clouds,MOD13A1_006__500m_16_days_VI_Quality_Mixed_Clouds_Description,MOD13A1_006__500m_16_days_VI_Quality_Land/Water_Mask,MOD13A1_006__500m_16_days_VI_Quality_Land/Water_Mask_Description,MOD13A1_006__500m_16_days_VI_Quality_Possible_snow/ice,MOD13A1_006__500m_16_days_VI_Quality_Possible_snow/ice_Description,MOD13A1_006__500m_16_days_VI_Quality_Possible_shadow,MOD13A1_006__500m_16_days_VI_Quality_Possible_shadow_Description
Irrigated,US-NE2,41.1649,-96.4071,2010-09-30,h10v04,2120.0,1781.0,0.1792,0.3755,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2010-10-16,h10v04,2120.0,1781.0,0.2022,0.3032,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2010-11-01,h10v04,2120.0,1781.0,0.1584,0.2882,4164.0,0b0001000001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2010-11-17,h10v04,2120.0,1781.0,0.1851,0.2919,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2010-12-03,h10v04,2120.0,1781.0,0.1666,0.2425,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2010-12-19,h10v04,2120.0,1781.0,0.164,0.2815,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-01-01,h10v04,2120.0,1781.0,-0.026,-0.0167,18453.0,0b0100100000010101,0b01,"VI produced, but check other QA",0b0101,Decreasing quality (0101),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-01-17,h10v04,2120.0,1781.0,-0.0533,-0.0338,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-02-02,h10v04,2120.0,1781.0,0.1267,0.231,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-02-18,h10v04,2120.0,1781.0,0.1412,0.252,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-03-06,h10v04,2120.0,1781.0,0.1454,0.2606,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-03-22,h10v04,2120.0,1781.0,0.1371,0.2524,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-04-07,h10v04,2120.0,1781.0,0.1997,0.3187,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-04-23,h10v04,2120.0,1781.0,0.1619,0.2845,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-05-09,h10v04,2120.0,1781.0,0.2351,0.334,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-05-25,h10v04,2120.0,1781.0,0.1967,0.3768,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-06-10,h10v04,2120.0,1781.0,0.352,0.4177,3098.0,0b0000110000011010,0b10,"Pixel produced, but most probably cloudy",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b1,Yes,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-06-26,h10v04,2120.0,1781.0,0.469,0.6632,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-07-12,h10v04,2120.0,1781.0,0.6248,0.7882,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-07-28,h10v04,2120.0,1781.0,0.5914,0.8058,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-08-13,h10v04,2120.0,1781.0,0.5958,0.8037,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-08-29,h10v04,2120.0,1781.0,0.4589,0.712,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-09-14,h10v04,2120.0,1781.0,0.2645,0.4852,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-09-30,h10v04,2120.0,1781.0,0.2273,0.4307,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-10-16,h10v04,2120.0,1781.0,0.1851,0.3362,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-11-01,h10v04,2120.0,1781.0,0.2085,0.2725,5198.0,0b0001010001001110,0b10,"Pixel produced, but most probably cloudy",0b0011,Decreasing quality (0011),0b01,Low,0b0,No,0b0,No,0b1,Yes,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-11-17,h10v04,2120.0,1781.0,0.1764,0.2616,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-12-03,h10v04,2120.0,1781.0,0.1502,0.2346,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2011-12-19,h10v04,2120.0,1781.0,0.1634,0.2663,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-01-01,h10v04,2120.0,1781.0,0.1421,0.233,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-01-17,h10v04,2120.0,1781.0,0.1378,0.2274,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-02-02,h10v04,2120.0,1781.0,-0.0373,-0.0236,20493.0,0b0101000000001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b1,Yes,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-02-18,h10v04,2120.0,1781.0,0.1443,0.2542,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-03-05,h10v04,2120.0,1781.0,0.1553,0.2555,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-03-21,h10v04,2120.0,1781.0,0.2225,0.3786,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-04-06,h10v04,2120.0,1781.0,0.2374,0.3723,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-04-22,h10v04,2120.0,1781.0,0.2296,0.3994,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-05-08,h10v04,2120.0,1781.0,0.3207,0.4624,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-05-24,h10v04,2120.0,1781.0,0.2985,0.5323,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-06-09,h10v04,2120.0,1781.0,0.313,0.4486,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-06-25,h10v04,2120.0,1781.0,0.4187,0.5808,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-07-11,h10v04,2120.0,1781.0,0.4976,0.6893,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-07-27,h10v04,2120.0,1781.0,0.388,0.566,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-08-12,h10v04,2120.0,1781.0,0.5999,0.7971,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-08-28,h10v04,2120.0,1781.0,0.5358,0.7111,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-09-13,h10v04,2120.0,1781.0,0.3135,0.4839,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-09-29,h10v04,2120.0,1781.0,0.2252,0.3375,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-10-15,h10v04,2120.0,1781.0,0.1708,0.2645,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-10-31,h10v04,2120.0,1781.0,0.163,0.2976,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-11-16,h10v04,2120.0,1781.0,0.1471,0.2789,4233.0,0b0001000010001001,0b01,"VI produced, but check other QA",0b0010,Decreasing quality (0010),0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-12-02,h10v04,2120.0,1781.0,0.1482,0.2815,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2012-12-18,h10v04,2120.0,1781.0,-0.026,-0.0237,18457.0,0b0100100000011001,0b01,"VI produced, but check other QA",0b0110,Decreasing quality (0110),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-01-01,h10v04,2120.0,1781.0,-0.0443,-0.0288,18449.0,0b0100100000010001,0b01,"VI produced, but check other QA",0b0100,Decreasing quality (0100),0b00,Climatology,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b1,Yes,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-01-17,h10v04,2120.0,1781.0,0.1103,0.2415,4237.0,0b0001000010001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-02-02,h10v04,2120.0,1781.0,0.1252,0.2786,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-02-18,h10v04,2120.0,1781.0,0.1494,0.3016,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-03-06,h10v04,2120.0,1781.0,0.1212,0.2488,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-03-22,h10v04,2120.0,1781.0,0.1464,0.2895,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-04-07,h10v04,2120.0,1781.0,0.1864,0.3632,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-04-23,h10v04,2120.0,1781.0,0.1624,0.3394,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-05-09,h10v04,2120.0,1781.0,0.2032,0.3547,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-05-25,h10v04,2120.0,1781.0,0.3035,0.5054,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-06-10,h10v04,2120.0,1781.0,0.4322,0.5621,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-06-26,h10v04,2120.0,1781.0,0.4619,0.6555,2181.0,0b0000100010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-07-12,h10v04,2120.0,1781.0,0.6308,0.8225,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-07-28,h10v04,2120.0,1781.0,0.5985,0.7537,4365.0,0b0001000100001101,0b01,"VI produced, but check other QA",0b0011,Decreasing quality (0011),0b00,Climatology,0b1,Yes,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-08-13,h10v04,2120.0,1781.0,0.6114,0.7491,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-08-29,h10v04,2120.0,1781.0,0.5714,0.7633,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-09-14,h10v04,2120.0,1781.0,0.2949,0.5284,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-09-30,h10v04,2120.0,1781.0,0.2587,0.4626,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-10-16,h10v04,2120.0,1781.0,0.2118,0.3385,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-11-01,h10v04,2120.0,1781.0,0.1732,0.3181,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-11-17,h10v04,2120.0,1781.0,0.1721,0.2637,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-12-03,h10v04,2120.0,1781.0,0.1934,0.2958,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2013-12-19,h10v04,2120.0,1781.0,0.1389,0.2323,2120.0,0b0000100001001000,0b00,VI produced with good quality,0b0010,Decreasing quality (0010),0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-01-01,h10v04,2120.0,1781.0,0.1661,0.2699,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-01-17,h10v04,2120.0,1781.0,0.1454,0.2479,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-02-02,h10v04,2120.0,1781.0,0.178,0.2724,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-02-18,h10v04,2120.0,1781.0,0.1533,0.2591,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-03-06,h10v04,2120.0,1781.0,0.1397,0.255,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-03-22,h10v04,2120.0,1781.0,0.1419,0.2302,4160.0,0b0001000001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-04-07,h10v04,2120.0,1781.0,0.1472,0.2271,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-04-23,h10v04,2120.0,1781.0,0.1772,0.2984,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-05-09,h10v04,2120.0,1781.0,0.2009,0.3248,4229.0,0b0001000010000101,0b01,"VI produced, but check other QA",0b0001,Lower quality,0b10,Average,0b0,No,0b0,No,0b0,No,0b010,Ocean coastlines and lake shorelines,0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-05-25,h10v04,2120.0,1781.0,0.292,0.4896,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-06-10,h10v04,2120.0,1781.0,0.478,0.6247,2116.0,0b0000100001000100,0b00,VI produced with good quality,0b0001,Lower quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-06-26,h10v04,2120.0,1781.0,0.3748,0.551,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-07-12,h10v04,2120.0,1781.0,0.659,0.7972,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
Irrigated,US-NE2,41.1649,-96.4071,2014-07-28,h10v04,2120.0,1781.0,0.5952,0.7299,2112.0,0b0000100001000000,0b00,VI produced with good quality,0b0000,Highest quality,0b01,Low,0b0,No,0b0,No,0b0,No,0b001,Land (Nothing else but land),0b0,No,0b0,No
